Quantity,Material Type,Grade/Finish,Length & Width (in),Gauge,Thickness (in),Cost Per lb (USD),Width (in),Length (in),Density (lb/in^3),Volume (in^3),Weight per Sheet (lb),Total Weight (lb),Total Cost
14,Aluminum,3003-H14,36x120,16,0.0595,2.59,36.0,120.0,0.098,257.03999999999996,25.189919999999997,352.65887999999995,913.3864991999998
32,Aluminum,3003-H14,48x96,12,0.1046,1.95,48.0,96.0,0.098,481.9968,47.235686400000006,1511.5419648000002,2947.5068313600004
3,Galvanized Steel,G90,60x144,18,0.0478,0.93,60.0,144.0,0.284,412.992,117.289728,351.869184,327.23834112000003
48,Aluminum,6061-T6,36x120,29,0.0135,2.73,36.0,120.0,0.098,58.32,5.71536,274.33728,748.9407744
19,Aluminum,6061-T6,60x120,10,0.1345,1.95,60.0,120.0,0.098,968.4000000000001,94.90320000000001,1803.1608000000003,3516.1635600000004
43,Aluminum,5052-H32,36x72,12,0.1046,2.94,36.0,72.0,0.098,271.1232,26.5700736,1142.5131648000001,3358.9887045120004
13,Aluminized Steel,Type 2,36x72,25,0.0209,0.99,36.0,72.0,0.284,54.172799999999995,15.385075199999998,200.00597759999997,198.00591782399997
4,Galvanized Steel,G60,60x120,23,0.0269,1.01,60.0,120.0,0.284,193.68,55.00512,220.02048,222.2206848
35,Stainless Steel,304 2B,24x48,19,0.0418,2.86,24.0,48.0,0.289,48.1536,13.916390399999997,487.0736639999999,1393.0306790399995
16,Aluminized Steel,Type 2,60x144,19,0.0418,0.95,60.0,144.0,0.284,361.152,102.56716799999998,1641.0746879999997,1559.0209535999995
5,Galvanized Steel,G60,72x144,17,0.056,0.67,72.0,144.0,0.284,580.6080000000001,164.892672,824.46336,552.3904512
39,Stainless Steel,316L,36x72,23,0.0269,4.17,36.0,72.0,0.289,69.7248,20.150467199999998,785.8682207999999,3277.0704807359994
4,Aluminum,6061-T6,60x120,21,0.0329,2.55,60.0,120.0,0.098,236.88,23.21424,92.85696,236.785248
50,Aluminized Steel,Type 1,48x120,21,0.0329,1.22,48.0,120.0,0.284,189.504,53.81913599999999,2690.9567999999995,3282.9672959999994
35,Hot Rolled Steel,A1011,48x72,24,0.0239,0.57,48.0,72.0,0.284,82.5984,23.4579456,821.028096,467.98601471999996
45,Cold Rolled Steel,A366,36x120,12,0.1046,0.7,36.0,120.0,0.284,451.872,128.331648,5774.9241600000005,4042.446912
44,Brass,C260,72x144,21,0.0329,4.4,72.0,144.0,0.307,341.1072,104.71991039999999,4607.6760576,20273.77465344
47,Aluminum,6061-T6,36x120,29,0.0135,3.03,36.0,120.0,0.098,58.32,5.71536,268.62192000000005,813.9244176000001
41,Hot Rolled Steel,A1011,72x144,24,0.0239,0.85,72.0,144.0,0.284,247.79520000000002,70.3738368,2885.3273088,2452.52821248
38,Brass,C260,72x144,12,0.1046,5.03,72.0,144.0,0.307,1084.4928,332.9392896,12651.6930048,63638.015814144
8,Copper,C110,36x96,20,0.0359,4.71,36.0,96.0,0.321,124.0704,39.8265984,318.6127872,1500.6662277120001
13,Brass,C260,48x72,24,0.0239,4.11,48.0,72.0,0.307,82.5984,25.357708799999997,329.6502144,1354.862381184
44,Stainless Steel,304 #4 Finish,60x144,27,0.0164,3.79,60.0,144.0,0.289,141.696,40.950143999999995,1801.8063359999996,6828.846013439998
48,Hot Rolled Steel,A36,60x144,24,0.0239,0.66,60.0,144.0,0.284,206.496,58.644864,2814.953472,1857.8692915200002
43,Brass,C260,72x144,11,0.1196,4.03,72.0,144.0,0.307,1240.0128,380.6839296,16369.4089728,65968.718160384
30,Brass,C260,60x144,22,0.0299,5.03,60.0,144.0,0.307,258.336,79.309152,2379.27456,11967.7510368
17,Galvanized Steel,G60,24x48,19,0.0418,1.04,24.0,48.0,0.284,48.1536,13.675622399999998,232.48558079999998,241.785004032
41,Galvanized Steel,G90,48x120,18,0.0478,0.81,48.0,120.0,0.284,275.32800000000003,78.193152,3205.9192319999997,2596.79457792
12,Brass,C360,24x48,29,0.0135,5.12,24.0,48.0,0.307,15.552,4.774464,57.293568,293.34306816000003
17,Aluminum,6061-T6,48x96,24,0.0239,3.02,48.0,96.0,0.098,110.1312,10.792857600000001,183.4785792,554.105309184
9,Stainless Steel,304 #4 Finish,48x120,24,0.0239,3.86,48.0,120.0,0.289,137.66400000000002,39.784896,358.06406400000003,1382.12728704
33,Cold Rolled Steel,A1008,36x72,21,0.0329,0.51,36.0,72.0,0.284,85.2768,24.218611199999998,799.2141695999999,407.59922649599997
2,Aluminized Steel,Type 2,48x96,28,0.0149,0.87,48.0,96.0,0.284,68.6592,19.4992128,38.9984256,33.928630272
50,Hot Rolled Steel,A1011,60x120,10,0.1345,0.88,60.0,120.0,0.284,968.4000000000001,275.0256,13751.28,12101.126400000001
41,Stainless Steel,304 2B,36x72,14,0.0747,3.38,36.0,72.0,0.289,193.6224,55.956873599999994,2294.2318176,7754.503543487999
42,Galvanized Steel,G90,36x72,27,0.0164,0.67,36.0,72.0,0.284,42.5088,12.0724992,507.04496639999996,339.720127488
12,Aluminized Steel,Type 2,48x96,22,0.0299,1.05,48.0,96.0,0.284,137.7792,39.129292799999995,469.5515135999999,493.02908927999994
44,Galvanized Steel,G90,36x96,18,0.0478,0.76,36.0,96.0,0.284,165.1968,46.9158912,2064.2992128,1568.867401728
12,Hot Rolled Steel,A36,60x120,24,0.0239,0.66,60.0,120.0,0.284,172.08,48.87072,586.44864,387.0561024
30,Cold Rolled Steel,A366,48x144,12,0.1046,0.54,48.0,144.0,0.284,722.9952,205.33063679999998,6159.919104,3326.35631616
28,Brass,C260,48x120,24,0.0239,4.49,48.0,120.0,0.307,137.66400000000002,42.262848000000005,1183.359744,5313.28525056
13,Aluminized Steel,Type 2,36x96,19,0.0418,1.25,36.0,96.0,0.284,144.46079999999998,41.02686719999999,533.3492735999998,666.6865919999998
11,Copper,C122,36x72,27,0.0164,5.2,36.0,72.0,0.321,42.5088,13.645324800000001,150.0985728,780.5125785600001
48,Stainless Steel,304 #4 Finish,24x48,10,0.1345,3.51,24.0,48.0,0.289,154.94400000000002,44.778816,2149.383168,7544.334919679999
35,Galvanized Steel,G90,48x120,18,0.0478,0.73,48.0,120.0,0.284,275.32800000000003,78.193152,2736.76032,1997.8350335999999
35,Brass,C360,60x120,24,0.0239,4.55,60.0,120.0,0.307,172.08,52.82856,1848.9996,8412.94818
16,Aluminized Steel,Type 2,48x144,26,0.0179,1.17,48.0,144.0,0.284,123.72479999999999,35.13784319999999,562.2054911999999,657.7804247039998
46,Copper,C110,48x144,17,0.056,5.85,48.0,144.0,0.321,387.072,124.250112,5715.505152,33435.7051392
22,Copper,C122,48x96,16,0.0595,5.27,48.0,96.0,0.321,274.176,88.010496,1936.230912,10203.936906239998
4,Aluminized Steel,Type 1,36x96,12,0.1046,0.99,36.0,96.0,0.284,361.4976,102.66531839999999,410.66127359999996,406.55466086399997
23,Galvanized Steel,G60,72x144,14,0.0747,0.78,72.0,144.0,0.284,774.4896,219.9550464,5058.9660672,3945.993532416
37,Galvanized Steel,G60,36x72,24,0.0239,1.0,36.0,72.0,0.284,61.948800000000006,17.5934592,650.9579904000001,650.9579904000001
4,Brass,C260,48x72,19,0.0418,4.1,48.0,72.0,0.307,144.46079999999998,44.349465599999995,177.39786239999998,727.3312358399999
33,Cold Rolled Steel,A366,48x72,21,0.0329,0.7,48.0,72.0,0.284,113.7024,32.2914816,1065.6188928,745.9332249599998
33,Copper,C110,72x144,11,0.1196,5.17,72.0,144.0,0.321,1240.0128,398.0441088,13135.4555904,67910.305402368
12,Brass,C360,48x96,16,0.0595,4.52,48.0,96.0,0.307,274.176,84.172032,1010.064384,4565.49101568
15,Stainless Steel,304 #4 Finish,36x72,27,0.0164,2.82,36.0,72.0,0.289,42.5088,12.285043199999999,184.275648,519.65732736
35,Brass,C360,60x144,29,0.0135,3.73,60.0,144.0,0.307,116.64,35.80848,1253.2968,4674.797064
46,Cold Rolled Steel,A366,36x120,28,0.0149,0.66,36.0,120.0,0.284,64.368,18.280511999999998,840.9035519999999,554.9963443199999
47,Stainless Steel,304 2B,60x144,25,0.0209,3.57,60.0,144.0,0.289,180.576,52.186463999999994,2452.7638079999997,8756.36679456
41,Cold Rolled Steel,A366,48x144,12,0.1046,0.52,48.0,144.0,0.284,722.9952,205.33063679999998,8418.5561088,4377.649176576
23,Brass,C360,48x72,21,0.0329,3.64,48.0,72.0,0.307,113.7024,34.9066368,802.8526464,2922.383632896
46,Aluminized Steel,Type 1,72x144,26,0.0179,1.09,72.0,144.0,0.284,185.5872,52.706764799999995,2424.5111807999997,2642.717187072
29,Aluminized Steel,Type 1,36x120,28,0.0149,1.05,36.0,120.0,0.284,64.368,18.280511999999998,530.1348479999999,556.6415903999999
1,Brass,C260,60x144,29,0.0135,4.86,60.0,144.0,0.307,116.64,35.80848,35.80848,174.02921280000004
14,Stainless Steel,316L,48x96,17,0.056,3.5,48.0,96.0,0.289,258.048,74.57587199999999,1044.0622079999998,3654.2177279999996
49,Aluminum,6061-T6,48x72,22,0.0299,2.24,48.0,72.0,0.098,103.3344,10.1267712,496.2117888,1111.5144069120001
4,Brass,C360,72x144,16,0.0595,5.01,72.0,144.0,0.307,616.896,189.387072,757.548288,3795.3169228799998
34,Brass,C260,36x120,16,0.0595,4.27,36.0,120.0,0.307,257.03999999999996,78.91127999999999,2682.9835199999998,11456.339630399998
30,Aluminized Steel,Type 1,48x72,11,0.1196,1.25,48.0,72.0,0.284,413.3376,117.38787839999999,3521.6363519999995,4402.04544
36,Aluminum,6061-T6,72x144,14,0.0747,2.63,72.0,144.0,0.098,774.4896,75.89998080000001,2732.3993088,7186.210182144
13,Aluminum,5052-H32,60x144,19,0.0418,2.07,60.0,144.0,0.098,361.152,35.392896,460.107648,952.4228313599999
24,Aluminum,5052-H32,48x96,29,0.0135,2.45,48.0,96.0,0.098,62.208,6.0963840000000005,146.313216,358.46737920000004
34,Cold Rolled Steel,A1008,36x120,14,0.0747,0.84,36.0,120.0,0.284,322.704,91.64793599999999,3116.0298239999997,2617.4650521599997
45,Brass,C260,24x48,27,0.0164,4.74,24.0,48.0,0.307,18.8928,5.800089600000001,261.00403200000005,1237.1591116800003
2,Copper,C110,48x144,16,0.0595,5.23,48.0,144.0,0.321,411.264,132.015744,264.031488,1380.8846822400003
7,Hot Rolled Steel,A1011,48x96,18,0.0478,0.58,48.0,96.0,0.284,220.2624,62.5545216,437.8816512,253.97135769599998
24,Stainless Steel,304 2B,48x72,11,0.1196,3.37,48.0,72.0,0.289,413.3376,119.45456639999999,2866.9095936,9661.485330432
23,Aluminized Steel,Type 1,60x120,20,0.0359,0.99,60.0,120.0,0.284,258.48,73.40832,1688.39136,1671.5074464000002
2,Copper,C122,24x48,10,0.1345,5.66,24.0,48.0,0.321,154.94400000000002,49.737024000000005,99.47404800000001,563.02311168
8,Aluminized Steel,Type 2,24x48,11,0.1196,0.96,24.0,48.0,0.284,137.7792,39.129292799999995,313.03434239999996,300.51296870399995
30,Hot Rolled Steel,A1011,48x72,11,0.1196,0.87,48.0,72.0,0.284,413.3376,117.38787839999999,3521.6363519999995,3063.8236262399996
14,Aluminum,3003-H14,48x72,22,0.0299,3.17,48.0,72.0,0.098,103.3344,10.1267712,141.7747968,449.42610585599994
26,Copper,C122,36x120,22,0.0299,5.61,36.0,120.0,0.321,129.168,41.462928000000005,1078.0361280000002,6047.7826780800015
50,Galvanized Steel,G60,48x72,12,0.1046,1.02,48.0,72.0,0.284,361.4976,102.66531839999999,5133.26592,5235.9312383999995
16,Copper,C110,36x120,22,0.0299,5.87,36.0,120.0,0.321,129.168,41.462928000000005,663.4068480000001,3894.1981977600008
43,Stainless Steel,316L,60x120,14,0.0747,3.22,60.0,120.0,0.289,537.84,155.43576,6683.737679999999,21521.635329599998
12,Hot Rolled Steel,A1011,72x144,28,0.0149,0.8,72.0,144.0,0.284,154.4832,43.8732288,526.4787456,421.18299648000004
26,Cold Rolled Steel,A366,48x72,20,0.0359,0.65,48.0,72.0,0.284,124.0704,35.2359936,916.1358336000001,595.4882918400001
9,Copper,C110,48x96,18,0.0478,4.84,48.0,96.0,0.321,220.2624,70.7042304,636.3380736,3079.876276224
36,Stainless Steel,304 #4 Finish,60x120,14,0.0747,2.84,60.0,120.0,0.289,537.84,155.43576,5595.68736,15891.7521024
1,Stainless Steel,316L,72x144,29,0.0135,3.88,72.0,144.0,0.289,139.968,40.450751999999994,40.450751999999994,156.94891775999997
1,Galvanized Steel,G90,60x144,20,0.0359,0.79,60.0,144.0,0.284,310.176,88.08998399999999,88.08998399999999,69.59108735999999
18,Aluminized Steel,Type 1,36x96,26,0.0179,1.14,36.0,96.0,0.284,61.862399999999994,17.568921599999996,316.24058879999995,360.51427123199994
13,Brass,C360,36x72,17,0.056,4.84,36.0,72.0,0.307,145.15200000000002,44.56166400000001,579.3016320000002,2803.8198988800004
14,Brass,C260,36x120,16,0.0595,4.01,36.0,120.0,0.307,257.03999999999996,78.91127999999999,1104.7579199999998,4430.079259199999
45,Galvanized Steel,G60,36x96,29,0.0135,0.89,36.0,96.0,0.284,46.656,13.250303999999998,596.2636799999999,530.6746751999999
7,Galvanized Steel,G90,36x96,10,0.1345,0.98,36.0,96.0,0.284,464.83200000000005,132.012288,924.0860160000001,905.6042956800001
4,Hot Rolled Steel,A36,24x48,19,0.0418,0.8,24.0,48.0,0.284,48.1536,13.675622399999998,54.70248959999999,43.761991679999994
4,Stainless Steel,316L,48x120,23,0.0269,4.13,48.0,120.0,0.289,154.944,44.77881599999999,179.11526399999997,739.7460403199998
17,Hot Rolled Steel,A36,48x72,26,0.0179,0.68,48.0,72.0,0.284,61.862399999999994,17.568921599999996,298.67166719999994,203.09673369599997
30,Brass,C360,48x72,10,0.1345,5.09,48.0,72.0,0.307,464.83200000000005,142.703424,4281.102720000001,21790.812844800002
12,Cold Rolled Steel,A366,72x144,25,0.0209,0.71,72.0,144.0,0.284,216.69119999999998,61.54030079999999,738.4836095999999,524.3233628159999
38,Aluminized Steel,Type 2,48x96,11,0.1196,1.09,48.0,96.0,0.284,551.1168,156.51717119999998,5947.652505599999,6482.941231104
45,Brass,C260,36x72,14,0.0747,4.32,36.0,72.0,0.307,193.6224,59.442076799999995,2674.893456,11555.53972992
6,Aluminum,3003-H14,48x120,25,0.0209,2.19,48.0,120.0,0.098,120.38399999999999,11.797631999999998,70.78579199999999,155.02088447999998
29,Brass,C360,72x144,22,0.0299,4.47,72.0,144.0,0.307,310.0032,95.1709824,2759.9584896,12337.014448512
8,Stainless Steel,304 2B,24x48,21,0.0329,3.31,24.0,48.0,0.289,37.9008,10.953331199999997,87.62664959999998,290.0442101759999
11,Galvanized Steel,G60,48x96,11,0.1196,0.79,48.0,96.0,0.284,551.1168,156.51717119999998,1721.6888831999997,1360.1342177279998
41,Brass,C360,24x48,11,0.1196,5.09,24.0,48.0,0.307,137.7792,42.2982144,1734.2267904,8827.214363136
29,Aluminum,3003-H14,48x72,27,0.0164,2.74,48.0,72.0,0.098,56.6784,5.554483200000001,161.08001280000002,441.3592350720001
35,Brass,C360,36x120,22,0.0299,4.11,36.0,120.0,0.307,129.168,39.654576,1387.91016,5704.3107576
3,Aluminized Steel,Type 2,48x144,12,0.1046,1.17,48.0,144.0,0.284,722.9952,205.33063679999998,615.9919103999999,720.7105351679999
27,Galvanized Steel,G60,36x72,21,0.0329,0.87,36.0,72.0,0.284,85.2768,24.218611199999998,653.9025024,568.895177088
43,Aluminized Steel,Type 2,48x96,19,0.0418,1.19,48.0,96.0,0.284,192.6144,54.70248959999999,2352.2070527999995,2799.126392831999
25,Cold Rolled Steel,A1008,60x120,21,0.0329,0.56,60.0,120.0,0.284,236.88,67.27391999999999,1681.8479999999997,941.8348799999999
19,Brass,C360,48x96,21,0.0329,3.81,48.0,96.0,0.307,151.6032,46.542182399999994,884.3014655999999,3369.1885839359998
37,Brass,C260,48x144,14,0.0747,4.7,48.0,144.0,0.307,516.3264,158.5122048,5864.9515776,27565.27241472
27,Copper,C110,60x144,28,0.0149,5.27,60.0,144.0,0.321,128.736,41.324256,1115.7549119999999,5880.028386239999
5,Galvanized Steel,G90,36x72,23,0.0269,0.93,36.0,72.0,0.284,69.7248,19.8018432,99.00921600000001,92.07857088000002
44,Aluminum,3003-H14,48x144,21,0.0329,2.47,48.0,144.0,0.098,227.4048,22.2856704,980.5694976,2422.0066590720003
43,Galvanized Steel,G90,36x72,19,0.0418,0.98,36.0,72.0,0.284,108.34559999999999,30.770150399999995,1323.1164671999998,1296.6541378559998
5,Stainless Steel,316L,48x120,23,0.0269,3.1,48.0,120.0,0.289,154.944,44.77881599999999,223.89407999999997,694.071648
37,Stainless Steel,304 #4 Finish,36x96,19,0.0418,3.85,36.0,96.0,0.289,144.46079999999998,41.74917119999999,1544.7193343999998,5947.1694374399995
38,Aluminum,6061-T6,48x144,20,0.0359,2.99,48.0,144.0,0.098,248.1408,24.3177984,924.0763392,2762.9882542080004
46,Aluminized Steel,Type 1,48x144,18,0.0478,0.93,48.0,144.0,0.284,330.3936,93.8317824,4316.261990399999,4014.1236510719996
32,Brass,C360,36x72,10,0.1345,4.69,36.0,72.0,0.307,348.624,107.027568,3424.882176,16062.697405440002
31,Copper,C110,48x144,21,0.0329,4.63,48.0,144.0,0.321,227.4048,72.9969408,2262.9051648,10477.250913024
26,Copper,C110,48x96,28,0.0149,5.28,48.0,96.0,0.321,68.6592,22.0396032,573.0296831999999,3025.5967272959997
20,Brass,C360,72x144,29,0.0135,4.67,72.0,144.0,0.307,139.968,42.970175999999995,859.4035199999998,4013.414438399999
13,Stainless Steel,316L,36x120,25,0.0209,3.21,36.0,120.0,0.289,90.288,26.093231999999997,339.21201599999995,1088.8705713599998
28,Brass,C260,36x72,17,0.056,4.36,36.0,72.0,0.307,145.15200000000002,44.56166400000001,1247.7265920000002,5440.087941120001
37,Stainless Steel,304 #4 Finish,48x96,12,0.1046,3.44,48.0,96.0,0.289,481.9968,139.2970752,5153.9917823999995,17729.731731456
50,Stainless Steel,304 2B,48x96,25,0.0209,3.91,48.0,96.0,0.289,96.3072,27.832780799999995,1391.6390399999998,5441.3086464
50,Hot Rolled Steel,A1011,48x144,29,0.0135,0.72,48.0,144.0,0.284,93.312,26.500607999999996,1325.0303999999999,954.0218879999999
11,Aluminized Steel,Type 2,48x120,23,0.0269,0.98,48.0,120.0,0.284,154.944,44.00409599999999,484.0450559999999,474.3641548799999
17,Brass,C260,60x144,17,0.056,4.17,60.0,144.0,0.307,483.84000000000003,148.53888,2525.16096,10529.9212032
3,Cold Rolled Steel,A366,48x96,19,0.0418,0.79,48.0,96.0,0.284,192.6144,54.70248959999999,164.1074688,129.644900352
6,Copper,C110,36x120,29,0.0135,5.53,36.0,120.0,0.321,58.32,18.72072,112.32432,621.1534896000001
30,Cold Rolled Steel,A366,24x48,21,0.0329,0.58,24.0,48.0,0.284,37.9008,10.763827199999998,322.9148159999999,187.29059327999994
44,Aluminized Steel,Type 1,36x72,16,0.0595,1.22,36.0,72.0,0.284,154.224,43.79961599999999,1927.1831039999997,2351.1633868799995
49,Cold Rolled Steel,A366,60x144,16,0.0595,0.48,60.0,144.0,0.284,514.0799999999999,145.99871999999996,7153.937279999998,3433.889894399999
48,Galvanized Steel,G60,24x48,20,0.0359,0.85,24.0,48.0,0.284,41.3568,11.745331199999999,563.7758976,479.20951296
23,Brass,C360,36x72,10,0.1345,4.39,36.0,72.0,0.307,348.624,107.027568,2461.634064,10806.573540959998
6,Aluminized Steel,Type 1,36x72,25,0.0209,0.99,36.0,72.0,0.284,54.172799999999995,15.385075199999998,92.31045119999999,91.387346688
46,Aluminum,6061-T6,60x144,26,0.0179,2.1,60.0,144.0,0.098,154.656,15.156288000000002,697.1892480000001,1464.0974208000002
10,Hot Rolled Steel,A1011,48x120,26,0.0179,0.87,48.0,120.0,0.284,103.104,29.281535999999996,292.81535999999994,254.74936319999995
40,Aluminum,3003-H14,48x144,16,0.0595,2.41,48.0,144.0,0.098,411.264,40.303872000000005,1612.1548800000003,3885.293260800001
10,Brass,C360,48x96,28,0.0149,4.02,48.0,96.0,0.307,68.6592,21.078374399999998,210.78374399999998,847.3506508799999
10,Aluminized Steel,Type 1,60x144,26,0.0179,1.05,60.0,144.0,0.284,154.656,43.922304,439.22303999999997,461.184192
40,Brass,C360,72x144,27,0.0164,4.36,72.0,144.0,0.307,170.0352,52.2008064,2088.032256,9103.82063616
40,Stainless Steel,316L,48x120,16,0.0595,3.67,48.0,120.0,0.289,342.71999999999997,99.04607999999999,3961.8431999999993,14539.964543999997
14,Cold Rolled Steel,A366,48x96,14,0.0747,0.61,48.0,96.0,0.284,344.2176,97.7577984,1368.6091776,834.851598336
40,Cold Rolled Steel,A1008,60x120,11,0.1196,0.5,60.0,120.0,0.284,861.12,244.55808,9782.323199999999,4891.161599999999
37,Aluminum,5052-H32,24x48,10,0.1345,2.19,24.0,48.0,0.098,154.94400000000002,15.184512000000002,561.826944,1230.40100736
13,Cold Rolled Steel,A366,36x72,14,0.0747,0.48,36.0,72.0,0.284,193.6224,54.9887616,714.8539007999999,343.12987238399995
44,Stainless Steel,316L,60x144,21,0.0329,3.08,60.0,144.0,0.289,284.256,82.14998399999999,3614.5992959999994,11132.965831679998
43,Cold Rolled Steel,A366,36x72,27,0.0164,0.58,36.0,72.0,0.284,42.5088,12.0724992,519.1174656,301.0881300479999
38,Galvanized Steel,G60,36x120,22,0.0299,0.93,36.0,120.0,0.284,129.168,36.683712,1393.981056,1296.40238208
41,Cold Rolled Steel,A1008,60x120,11,0.1196,0.58,60.0,120.0,0.284,861.12,244.55808,10026.88128,5815.5911424
8,Hot Rolled Steel,A36,48x120,20,0.0359,0.9,48.0,120.0,0.284,206.78400000000002,58.726656,469.813248,422.8319232
46,Brass,C260,60x120,25,0.0209,4.86,60.0,120.0,0.307,150.48,46.197359999999996,2125.07856,10327.8818016
44,Hot Rolled Steel,A36,48x96,10,0.1345,0.77,48.0,96.0,0.284,619.7760000000001,176.01638400000002,7744.720896000001,5963.435089920001
36,Galvanized Steel,G90,48x96,26,0.0179,0.92,48.0,96.0,0.284,82.4832,23.425228799999996,843.3082367999998,775.8435778559998
1,Hot Rolled Steel,A1011,60x144,12,0.1046,0.84,60.0,144.0,0.284,903.744,256.663296,256.663296,215.59716864
32,Galvanized Steel,G90,48x120,23,0.0269,0.91,48.0,120.0,0.284,154.944,44.00409599999999,1408.1310719999997,1281.3992755199997
2,Brass,C260,48x72,12,0.1046,5.04,48.0,72.0,0.307,361.4976,110.9797632,221.9595264,1118.6760130559999
15,Copper,C122,36x72,14,0.0747,5.08,36.0,72.0,0.321,193.6224,62.1527904,932.291856,4736.0426284800005
2,Galvanized Steel,G60,24x48,24,0.0239,0.87,24.0,48.0,0.284,27.5328,7.8193152,15.6386304,13.605608448
14,Aluminum,3003-H14,60x120,22,0.0299,2.57,60.0,120.0,0.098,215.28,21.097440000000002,295.36416,759.0858912
46,Aluminized Steel,Type 1,36x96,16,0.0595,0.97,36.0,96.0,0.284,205.632,58.399488,2686.376448,2605.78515456
47,Aluminum,5052-H32,48x72,24,0.0239,2.36,48.0,72.0,0.098,82.5984,8.0946432,380.4482304,897.8578237439999
37,Hot Rolled Steel,A1011,36x96,24,0.0239,0.88,36.0,96.0,0.284,82.5984,23.4579456,867.9439871999999,763.7907087359999
2,Galvanized Steel,G60,48x144,28,0.0149,0.83,48.0,144.0,0.284,102.9888,29.248819199999996,58.49763839999999,48.55303987199999
50,Aluminum,6061-T6,36x96,18,0.0478,2.07,36.0,96.0,0.098,165.1968,16.1892864,809.46432,1675.5911423999999
21,Galvanized Steel,G60,48x96,27,0.0164,0.66,48.0,96.0,0.284,75.5712,21.4622208,450.7066368,297.46638028800004
25,Galvanized Steel,G90,36x120,18,0.0478,0.97,36.0,120.0,0.284,206.496,58.644864,1466.1216,1422.1379519999998
8,Brass,C360,48x96,23,0.0269,4.39,48.0,96.0,0.307,123.9552,38.054246400000004,304.43397120000003,1336.465133568
37,Copper,C110,36x120,22,0.0299,5.04,36.0,120.0,0.321,129.168,41.462928000000005,1534.1283360000002,7732.006813440001
39,Galvanized Steel,G60,36x120,23,0.0269,0.9,36.0,120.0,0.284,116.208,33.003071999999996,1287.119808,1158.4078272
