Quantity,Material,Grade,Stock Length (in),Cost per Stock Length (USD),Weight (lbs/ft),Total Length (ft),Total Weight (lb),Cost Per lb (USD),Total Cost
14,C8x11.5 Channel,ASTM A709 Grade 50,240,220,11.5,280.0,3220.0,0.9565217391304348,3080
41,W12x50 Wide Flange Beam,ASTM A36,480,1200,50.0,1640.0,82000.0,0.6,49200
3,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade B,240,380,6.0,60.0,360.0,3.1666666666666665,1140
16,W6x12 Wide Flange Beam,ASTM A572 Grade 60,480,600,12.0,640.0,7680.0,1.25,9600
19,L3x3x1/4 Angle,ASTM A588,240,80,3.0,380.0,1140.0,1.3333333333333333,1520
21,C8x18 Channel,ASTM A500 Grade B,480,400,18.0,840.0,15120.0,0.5555555555555556,8400
21,C4x7.5 Channel,ASTM A500 Grade B,480,300,7.5,840.0,6300.0,1.0,6300
36,W8x18 Wide Flange Beam,ASTM A572 Grade 50,120,200,18.0,360.0,6480.0,1.1111111111111112,7200
43,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade C,120,200,6.0,430.0,2580.0,3.3333333333333335,8600
46,HSS4x4x1/4 Hollow Structural Section,ASTM A588,240,280,4.0,920.0,3680.0,3.5,12880
44,C8x18 Channel,ASTM A572 Grade 60,240,210,18.0,880.0,15840.0,0.5833333333333334,9240
45,L4x4x1/4 Angle,ASTM A588,480,240,4.0,1800.0,7200.0,1.5,10800
33,HSS5x5x1/4 Hollow Structural Section,ASTM A36,480,650,5.0,1320.0,6600.0,3.25,21450
19,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade B,480,720,6.0,760.0,4560.0,3.0,13680
30,L3x3x1/4 Angle,ASTM A500 Grade B,480,160,3.0,1200.0,3600.0,1.3333333333333333,4800
18,HSS4x4x1/4 Hollow Structural Section,ASTM A709 Grade 50,240,280,4.0,360.0,1440.0,3.5,5040
4,L6x6x1/2 Angle,ASTM A572 Grade 60,240,160,6.0,80.0,480.0,1.3333333333333333,640
18,W14x30 Wide Flange Beam,ASTM A572 Grade 50,120,350,30.0,180.0,5400.0,1.1666666666666667,6300
35,W12x50 Wide Flange Beam,ASTM A992,480,1200,50.0,1400.0,70000.0,0.6,42000
49,HSS8x8x1/2 Hollow Structural Section,ASTM A588,480,1000,8.0,1960.0,15680.0,3.125,49000
7,W6x12 Wide Flange Beam,ASTM A500 Grade C,120,180,12.0,70.0,840.0,1.5,1260
34,HSS6x6x3/8 Hollow Structural Section,ASTM A992,120,200,6.0,340.0,2040.0,3.3333333333333335,6800
19,W8x18 Wide Flange Beam,ASTM A500 Grade B,480,650,18.0,760.0,13680.0,0.9027777777777778,12350
32,HSS8x8x1/2 Hollow Structural Section,ASTM A588,480,1000,8.0,1280.0,10240.0,3.125,32000
33,W10x22 Wide Flange Beam,ASTM A588,240,450,22.0,660.0,14520.0,1.0227272727272727,14850
41,C10x25 Channel,ASTM A992,120,130,25.0,410.0,10250.0,0.52,5330
31,C10x15.3 Channel,ASTM A572 Grade 60,240,270,15.3,620.0,9486.0,0.8823529411764706,8370
25,C10x25 Channel,ASTM A500 Grade C,240,250,25.0,500.0,12500.0,0.5,6250
11,C10x25 Channel,ASTM A992,480,470,25.0,440.0,11000.0,0.47,5170
26,L4x4x1/4 Angle,ASTM A992,240,120,4.0,520.0,2080.0,1.5,3120
39,HSS4x4x1/4 Hollow Structural Section,ASTM A572 Grade 60,240,280,4.0,780.0,3120.0,3.5,10920
13,L3x3x1/4 Angle,ASTM A572 Grade 60,120,40,3.0,130.0,390.0,1.3333333333333333,520
34,C10x15.3 Channel,ASTM A500 Grade C,120,150,15.3,340.0,5202.0,0.9803921568627451,5100
2,W8x18 Wide Flange Beam,ASTM A572 Grade 50,120,200,18.0,20.0,360.0,1.1111111111111112,400
38,C8x11.5 Channel,ASTM A500 Grade C,120,120,11.5,380.0,4370.0,1.0434782608695652,4560
31,HSS8x8x1/2 Hollow Structural Section,ASTM A709 Grade 50,480,1000,8.0,1240.0,9920.0,3.125,31000
35,W12x50 Wide Flange Beam,ASTM A36,480,1200,50.0,1400.0,70000.0,0.6,42000
29,HSS4x4x1/4 Hollow Structural Section,ASTM A572 Grade 50,240,280,4.0,580.0,2320.0,3.5,8120
9,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade C,240,280,4.0,180.0,720.0,3.5,2520
36,C10x15.3 Channel,ASTM A500 Grade B,120,150,15.3,360.0,5508.0,0.9803921568627451,5400
13,C10x15.3 Channel,ASTM A992,120,150,15.3,130.0,1989.0,0.9803921568627451,1950
33,HSS4x4x1/4 Hollow Structural Section,ASTM A572 Grade 50,240,280,4.0,660.0,2640.0,3.5,9240
22,C8x11.5 Channel,ASTM A992,240,220,11.5,440.0,5060.0,0.9565217391304348,4840
21,C8x11.5 Channel,ASTM A36,120,120,11.5,210.0,2415.0,1.0434782608695652,2520
9,HSS8x8x1/2 Hollow Structural Section,ASTM A572 Grade 50,120,300,8.0,90.0,720.0,3.75,2700
11,HSS5x5x1/4 Hollow Structural Section,ASTM A709 Grade 50,480,650,5.0,440.0,2200.0,3.25,7150
41,W14x30 Wide Flange Beam,ASTM A588,240,650,30.0,820.0,24600.0,1.0833333333333333,26650
21,C10x15.3 Channel,ASTM A500 Grade B,120,150,15.3,210.0,3213.0,0.9803921568627451,3150
15,W10x22 Wide Flange Beam,ASTM A500 Grade C,240,450,22.0,300.0,6600.0,1.0227272727272727,6750
35,HSS5x5x1/4 Hollow Structural Section,ASTM A572 Grade 50,120,180,5.0,350.0,1750.0,3.6,6300
32,W8x18 Wide Flange Beam,ASTM A36,240,350,18.0,640.0,11520.0,0.9722222222222222,11200
25,W12x50 Wide Flange Beam,ASTM A500 Grade C,480,1200,50.0,1000.0,50000.0,0.6,30000
21,W14x30 Wide Flange Beam,ASTM A588,240,650,30.0,420.0,12600.0,1.0833333333333333,13650
36,C8x11.5 Channel,ASTM A500 Grade B,480,400,11.5,1440.0,16560.0,0.8695652173913043,14400
46,C12x20 Channel,ASTM A500 Grade C,240,200,20.0,920.0,18400.0,0.5,9200
44,W6x12 Wide Flange Beam,ASTM A709 Grade 50,240,320,12.0,880.0,10560.0,1.3333333333333333,14080
15,HSS6x6x3/8 Hollow Structural Section,ASTM A572 Grade 60,240,380,6.0,300.0,1800.0,3.1666666666666665,5700
3,W10x30 Wide Flange Beam,ASTM A500 Grade C,120,400,30.0,30.0,900.0,1.3333333333333333,1200
49,HSS6x6x3/8 Hollow Structural Section,ASTM A572 Grade 60,240,380,6.0,980.0,5880.0,3.1666666666666665,18620
15,C10x15.3 Channel,ASTM A500 Grade B,480,500,15.3,600.0,9180.0,0.8169934640522876,7500
33,L4x4x1/4 Angle,ASTM A36,120,60,4.0,330.0,1320.0,1.5,1980
15,HSS8x8x1/2 Hollow Structural Section,ASTM A992,240,550,8.0,300.0,2400.0,3.4375,8250
13,W6x12 Wide Flange Beam,ASTM A709 Grade 50,480,600,12.0,520.0,6240.0,1.25,7800
45,W10x22 Wide Flange Beam,ASTM A36,120,250,22.0,450.0,9900.0,1.1363636363636365,11250
33,L4x4x1/4 Angle,ASTM A588,120,60,4.0,330.0,1320.0,1.5,1980
16,L4x4x1/4 Angle,ASTM A500 Grade C,480,240,4.0,640.0,2560.0,1.5,3840
18,L6x6x1/2 Angle,ASTM A588,240,160,6.0,360.0,2160.0,1.3333333333333333,2880
2,W10x22 Wide Flange Beam,ASTM A36,120,250,22.0,20.0,440.0,1.1363636363636365,500
39,HSS6x6x3/8 Hollow Structural Section,ASTM A709 Grade 50,480,720,6.0,1560.0,9360.0,3.0,28080
39,HSS4x4x1/4 Hollow Structural Section,ASTM A588,120,150,4.0,390.0,1560.0,3.75,5850
47,W10x30 Wide Flange Beam,ASTM A992,120,400,30.0,470.0,14100.0,1.3333333333333333,18800
8,W10x30 Wide Flange Beam,ASTM A992,240,750,30.0,160.0,4800.0,1.25,6000
15,C10x25 Channel,ASTM A572 Grade 60,120,130,25.0,150.0,3750.0,0.52,1950
5,L6x6x1/2 Angle,ASTM A500 Grade B,120,80,6.0,50.0,300.0,1.3333333333333333,400
8,L4x4x1/4 Angle,ASTM A572 Grade 50,480,240,4.0,320.0,1280.0,1.5,1920
18,L4x4x1/4 Angle,ASTM A992,480,240,4.0,720.0,2880.0,1.5,4320
34,HSS5x5x1/4 Hollow Structural Section,ASTM A572 Grade 60,120,180,5.0,340.0,1700.0,3.6,6120
44,C10x25 Channel,ASTM A500 Grade C,120,130,25.0,440.0,11000.0,0.52,5720
5,HSS6x6x3/8 Hollow Structural Section,ASTM A709 Grade 50,480,720,6.0,200.0,1200.0,3.0,3600
40,L3x3x1/4 Angle,ASTM A992,240,80,3.0,800.0,2400.0,1.3333333333333333,3200
33,HSS8x8x1/2 Hollow Structural Section,ASTM A572 Grade 50,120,300,8.0,330.0,2640.0,3.75,9900
24,W6x12 Wide Flange Beam,ASTM A709 Grade 50,480,600,12.0,960.0,11520.0,1.25,14400
40,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade B,120,150,4.0,400.0,1600.0,3.75,6000
8,W10x22 Wide Flange Beam,ASTM A500 Grade C,480,800,22.0,320.0,7040.0,0.9090909090909091,6400
34,W12x50 Wide Flange Beam,ASTM A588,120,350,50.0,340.0,17000.0,0.7,11900
11,C8x18 Channel,ASTM A709 Grade 50,240,210,18.0,220.0,3960.0,0.5833333333333334,2310
25,W14x30 Wide Flange Beam,ASTM A572 Grade 60,480,1200,30.0,1000.0,30000.0,1.0,30000
14,W8x18 Wide Flange Beam,ASTM A500 Grade B,480,650,18.0,560.0,10080.0,0.9027777777777778,9100
40,HSS4x4x1/4 Hollow Structural Section,ASTM A572 Grade 50,480,540,4.0,1600.0,6400.0,3.375,21600
17,C10x25 Channel,ASTM A572 Grade 50,120,130,25.0,170.0,4250.0,0.52,2210
34,W10x22 Wide Flange Beam,ASTM A992,120,250,22.0,340.0,7480.0,1.1363636363636365,8500
3,W8x18 Wide Flange Beam,ASTM A588,240,350,18.0,60.0,1080.0,0.9722222222222222,1050
38,L4x4x1/4 Angle,ASTM A709 Grade 50,480,240,4.0,1520.0,6080.0,1.5,9120
50,L4x4x1/4 Angle,ASTM A572 Grade 60,480,240,4.0,2000.0,8000.0,1.5,12000
24,C12x20 Channel,ASTM A588,120,100,20.0,240.0,4800.0,0.5,2400
18,W6x12 Wide Flange Beam,ASTM A500 Grade B,120,180,12.0,180.0,2160.0,1.5,3240
46,HSS8x8x1/2 Hollow Structural Section,ASTM A709 Grade 50,240,550,8.0,920.0,7360.0,3.4375,25300
43,C10x25 Channel,ASTM A992,240,250,25.0,860.0,21500.0,0.5,10750
41,L8x8x3/8 Angle,ASTM A36,480,380,8.0,1640.0,13120.0,1.1875,15580
49,W10x30 Wide Flange Beam,ASTM A500 Grade C,240,750,30.0,980.0,29400.0,1.25,36750
43,W10x22 Wide Flange Beam,ASTM A500 Grade C,120,250,22.0,430.0,9460.0,1.1363636363636365,10750
3,HSS4x4x1/4 Hollow Structural Section,ASTM A36,240,280,4.0,60.0,240.0,3.5,840
34,W12x50 Wide Flange Beam,ASTM A500 Grade C,120,350,50.0,340.0,17000.0,0.7,11900
9,L3x3x1/4 Angle,ASTM A992,240,80,3.0,180.0,540.0,1.3333333333333333,720
9,L8x8x3/8 Angle,ASTM A36,240,190,8.0,180.0,1440.0,1.1875,1710
24,C12x20 Channel,ASTM A992,480,380,20.0,960.0,19200.0,0.475,9120
36,W6x12 Wide Flange Beam,ASTM A36,240,320,12.0,720.0,8640.0,1.3333333333333333,11520
49,HSS5x5x1/4 Hollow Structural Section,ASTM A709 Grade 50,480,650,5.0,1960.0,9800.0,3.25,31850
21,HSS6x6x3/8 Hollow Structural Section,ASTM A572 Grade 60,240,380,6.0,420.0,2520.0,3.1666666666666665,7980
39,HSS4x4x1/4 Hollow Structural Section,ASTM A36,120,150,4.0,390.0,1560.0,3.75,5850
22,C8x18 Channel,ASTM A36,120,110,18.0,220.0,3960.0,0.6111111111111112,2420
48,W12x50 Wide Flange Beam,ASTM A500 Grade B,240,650,50.0,960.0,48000.0,0.65,31200
36,C8x11.5 Channel,ASTM A36,240,220,11.5,720.0,8280.0,0.9565217391304348,7920
30,HSS6x6x3/8 Hollow Structural Section,ASTM A588,240,380,6.0,600.0,3600.0,3.1666666666666665,11400
20,C12x20 Channel,ASTM A500 Grade B,480,380,20.0,800.0,16000.0,0.475,7600
49,W12x50 Wide Flange Beam,ASTM A992,120,350,50.0,490.0,24500.0,0.7,17150
20,C8x18 Channel,ASTM A500 Grade C,240,210,18.0,400.0,7200.0,0.5833333333333334,4200
11,W8x18 Wide Flange Beam,ASTM A709 Grade 50,120,200,18.0,110.0,1980.0,1.1111111111111112,2200
8,C10x25 Channel,ASTM A36,120,130,25.0,80.0,2000.0,0.52,1040
15,W12x50 Wide Flange Beam,ASTM A572 Grade 60,120,350,50.0,150.0,7500.0,0.7,5250
35,W12x50 Wide Flange Beam,ASTM A500 Grade C,120,350,50.0,350.0,17500.0,0.7,12250
14,W8x18 Wide Flange Beam,ASTM A572 Grade 60,240,350,18.0,280.0,5040.0,0.9722222222222222,4900
11,L6x6x1/2 Angle,ASTM A572 Grade 60,120,80,6.0,110.0,660.0,1.3333333333333333,880
49,HSS8x8x1/2 Hollow Structural Section,ASTM A709 Grade 50,480,1000,8.0,1960.0,15680.0,3.125,49000
27,C8x11.5 Channel,ASTM A572 Grade 60,480,400,11.5,1080.0,12420.0,0.8695652173913043,10800
12,W6x12 Wide Flange Beam,ASTM A572 Grade 60,240,320,12.0,240.0,2880.0,1.3333333333333333,3840
33,HSS8x8x1/2 Hollow Structural Section,ASTM A36,240,550,8.0,660.0,5280.0,3.4375,18150
15,C12x20 Channel,ASTM A992,240,200,20.0,300.0,6000.0,0.5,3000
19,W6x12 Wide Flange Beam,ASTM A709 Grade 50,240,320,12.0,380.0,4560.0,1.3333333333333333,6080
17,C12x20 Channel,ASTM A572 Grade 50,120,100,20.0,170.0,3400.0,0.5,1700
16,C4x7.5 Channel,ASTM A709 Grade 50,120,90,7.5,160.0,1200.0,1.2,1440
14,HSS8x8x1/2 Hollow Structural Section,ASTM A500 Grade B,120,300,8.0,140.0,1120.0,3.75,4200
49,L6x6x1/2 Angle,ASTM A36,240,160,6.0,980.0,5880.0,1.3333333333333333,7840
31,C8x11.5 Channel,ASTM A500 Grade C,120,120,11.5,310.0,3565.0,1.0434782608695652,3720
20,HSS5x5x1/4 Hollow Structural Section,ASTM A572 Grade 50,480,650,5.0,800.0,4000.0,3.25,13000
21,L8x8x3/8 Angle,ASTM A572 Grade 50,480,380,8.0,840.0,6720.0,1.1875,7980
43,C10x25 Channel,ASTM A500 Grade C,120,130,25.0,430.0,10750.0,0.52,5590
48,C8x18 Channel,ASTM A36,480,400,18.0,1920.0,34560.0,0.5555555555555556,19200
6,L6x6x1/2 Angle,ASTM A992,120,80,6.0,60.0,360.0,1.3333333333333333,480
45,C4x7.5 Channel,ASTM A709 Grade 50,480,300,7.5,1800.0,13500.0,1.0,13500
14,HSS6x6x3/8 Hollow Structural Section,ASTM A572 Grade 50,480,720,6.0,560.0,3360.0,3.0,10080
29,W14x30 Wide Flange Beam,ASTM A588,240,650,30.0,580.0,17400.0,1.0833333333333333,18850
45,C10x25 Channel,ASTM A572 Grade 60,480,470,25.0,1800.0,45000.0,0.47,21150
48,C10x25 Channel,ASTM A36,120,130,25.0,480.0,12000.0,0.52,6240
34,L8x8x3/8 Angle,ASTM A709 Grade 50,120,100,8.0,340.0,2720.0,1.25,3400
43,C8x18 Channel,ASTM A992,240,210,18.0,860.0,15480.0,0.5833333333333334,9030
10,L8x8x3/8 Angle,ASTM A36,240,190,8.0,200.0,1600.0,1.1875,1900
7,HSS5x5x1/4 Hollow Structural Section,ASTM A992,240,350,5.0,140.0,700.0,3.5,2450
7,C10x15.3 Channel,ASTM A709 Grade 50,240,270,15.3,140.0,2142.0,0.8823529411764706,1890
50,W10x22 Wide Flange Beam,ASTM A36,120,250,22.0,500.0,11000.0,1.1363636363636365,12500
28,W8x18 Wide Flange Beam,ASTM A500 Grade C,120,200,18.0,280.0,5040.0,1.1111111111111112,5600
21,C8x11.5 Channel,ASTM A572 Grade 50,120,120,11.5,210.0,2415.0,1.0434782608695652,2520
22,W8x18 Wide Flange Beam,ASTM A588,480,650,18.0,880.0,15840.0,0.9027777777777778,14300
32,C12x20 Channel,ASTM A500 Grade B,120,100,20.0,320.0,6400.0,0.5,3200
7,W12x50 Wide Flange Beam,ASTM A36,240,650,50.0,140.0,7000.0,0.65,4550
48,W12x50 Wide Flange Beam,ASTM A572 Grade 50,480,1200,50.0,1920.0,96000.0,0.6,57600
9,L3x3x1/4 Angle,ASTM A572 Grade 60,120,40,3.0,90.0,270.0,1.3333333333333333,360
46,W14x30 Wide Flange Beam,ASTM A572 Grade 50,240,650,30.0,920.0,27600.0,1.0833333333333333,29900
2,L4x4x1/4 Angle,ASTM A992,480,240,4.0,80.0,320.0,1.5,480
44,W12x50 Wide Flange Beam,ASTM A572 Grade 50,480,1200,50.0,1760.0,88000.0,0.6,52800
8,L8x8x3/8 Angle,ASTM A500 Grade C,240,190,8.0,160.0,1280.0,1.1875,1520
16,W10x22 Wide Flange Beam,ASTM A709 Grade 50,480,800,22.0,640.0,14080.0,0.9090909090909091,12800
28,W6x12 Wide Flange Beam,ASTM A992,240,320,12.0,560.0,6720.0,1.3333333333333333,8960
17,L6x6x1/2 Angle,ASTM A572 Grade 60,120,80,6.0,170.0,1020.0,1.3333333333333333,1360
15,W8x18 Wide Flange Beam,ASTM A500 Grade B,120,200,18.0,150.0,2700.0,1.1111111111111112,3000
7,W10x30 Wide Flange Beam,ASTM A36,120,400,30.0,70.0,2100.0,1.3333333333333333,2800
9,HSS6x6x3/8 Hollow Structural Section,ASTM A36,240,380,6.0,180.0,1080.0,3.1666666666666665,3420
14,C8x18 Channel,ASTM A992,480,400,18.0,560.0,10080.0,0.5555555555555556,5600
48,HSS8x8x1/2 Hollow Structural Section,ASTM A500 Grade C,120,300,8.0,480.0,3840.0,3.75,14400
16,W8x18 Wide Flange Beam,ASTM A572 Grade 50,240,350,18.0,320.0,5760.0,0.9722222222222222,5600
45,W6x12 Wide Flange Beam,ASTM A500 Grade B,120,180,12.0,450.0,5400.0,1.5,8100
4,W14x30 Wide Flange Beam,ASTM A500 Grade C,240,650,30.0,80.0,2400.0,1.0833333333333333,2600
2,L4x4x1/4 Angle,ASTM A36,240,120,4.0,40.0,160.0,1.5,240
49,W10x30 Wide Flange Beam,ASTM A588,240,750,30.0,980.0,29400.0,1.25,36750
23,C10x25 Channel,ASTM A500 Grade C,120,130,25.0,230.0,5750.0,0.52,2990
7,W10x22 Wide Flange Beam,ASTM A500 Grade B,240,450,22.0,140.0,3080.0,1.0227272727272727,3150
9,W6x12 Wide Flange Beam,ASTM A500 Grade C,120,180,12.0,90.0,1080.0,1.5,1620
49,C10x15.3 Channel,ASTM A992,240,270,15.3,980.0,14994.0,0.8823529411764706,13230
11,C8x18 Channel,ASTM A588,240,210,18.0,220.0,3960.0,0.5833333333333334,2310
6,L4x4x1/4 Angle,ASTM A992,480,240,4.0,240.0,960.0,1.5,1440
13,W10x30 Wide Flange Beam,ASTM A992,240,750,30.0,260.0,7800.0,1.25,9750
44,L6x6x1/2 Angle,ASTM A588,240,160,6.0,880.0,5280.0,1.3333333333333333,7040
13,W14x30 Wide Flange Beam,ASTM A572 Grade 60,480,1200,30.0,520.0,15600.0,1.0,15600
24,C10x25 Channel,ASTM A709 Grade 50,240,250,25.0,480.0,12000.0,0.5,6000
1,C10x15.3 Channel,ASTM A992,480,500,15.3,40.0,612.0,0.8169934640522876,500
44,W14x30 Wide Flange Beam,ASTM A709 Grade 50,480,1200,30.0,1760.0,52800.0,1.0,52800
12,W6x12 Wide Flange Beam,ASTM A572 Grade 60,480,600,12.0,480.0,5760.0,1.25,7200
43,HSS4x4x1/4 Hollow Structural Section,ASTM A572 Grade 50,120,150,4.0,430.0,1720.0,3.75,6450
21,C10x25 Channel,ASTM A709 Grade 50,120,130,25.0,210.0,5250.0,0.52,2730
1,HSS4x4x1/4 Hollow Structural Section,ASTM A588,480,540,4.0,40.0,160.0,3.375,540
24,HSS6x6x3/8 Hollow Structural Section,ASTM A992,120,200,6.0,240.0,1440.0,3.3333333333333335,4800
21,C8x18 Channel,ASTM A36,120,110,18.0,210.0,3780.0,0.6111111111111112,2310
12,W14x30 Wide Flange Beam,ASTM A588,120,350,30.0,120.0,3600.0,1.1666666666666667,4200
5,L3x3x1/4 Angle,ASTM A572 Grade 60,120,40,3.0,50.0,150.0,1.3333333333333333,200
22,L8x8x3/8 Angle,ASTM A572 Grade 60,480,380,8.0,880.0,7040.0,1.1875,8360
21,C10x15.3 Channel,ASTM A500 Grade B,120,150,15.3,210.0,3213.0,0.9803921568627451,3150
33,HSS8x8x1/2 Hollow Structural Section,ASTM A588,120,300,8.0,330.0,2640.0,3.75,9900
12,HSS8x8x1/2 Hollow Structural Section,ASTM A709 Grade 50,480,1000,8.0,480.0,3840.0,3.125,12000
2,W10x30 Wide Flange Beam,ASTM A709 Grade 50,120,400,30.0,20.0,600.0,1.3333333333333333,800
4,C10x25 Channel,ASTM A500 Grade C,240,250,25.0,80.0,2000.0,0.5,1000
3,W14x30 Wide Flange Beam,ASTM A992,120,350,30.0,30.0,900.0,1.1666666666666667,1050
31,W6x12 Wide Flange Beam,ASTM A572 Grade 50,120,180,12.0,310.0,3720.0,1.5,5580
6,W14x30 Wide Flange Beam,ASTM A572 Grade 50,480,1200,30.0,240.0,7200.0,1.0,7200
22,HSS6x6x3/8 Hollow Structural Section,ASTM A992,480,720,6.0,880.0,5280.0,3.0,15840
25,W12x50 Wide Flange Beam,ASTM A572 Grade 50,120,350,50.0,250.0,12500.0,0.7,8750
26,L6x6x1/2 Angle,ASTM A500 Grade C,480,320,6.0,1040.0,6240.0,1.3333333333333333,8320
48,W6x12 Wide Flange Beam,ASTM A36,120,180,12.0,480.0,5760.0,1.5,8640
18,L4x4x1/4 Angle,ASTM A992,240,120,4.0,360.0,1440.0,1.5,2160
25,C10x25 Channel,ASTM A709 Grade 50,480,470,25.0,1000.0,25000.0,0.47,11750
17,C10x25 Channel,ASTM A992,480,470,25.0,680.0,17000.0,0.47,7990
19,C4x7.5 Channel,ASTM A572 Grade 60,120,90,7.5,190.0,1425.0,1.2,1710
6,HSS8x8x1/2 Hollow Structural Section,ASTM A36,480,1000,8.0,240.0,1920.0,3.125,6000
19,C10x25 Channel,ASTM A588,480,470,25.0,760.0,19000.0,0.47,8930
36,C8x11.5 Channel,ASTM A572 Grade 60,120,120,11.5,360.0,4140.0,1.0434782608695652,4320
13,C12x20 Channel,ASTM A572 Grade 60,120,100,20.0,130.0,2600.0,0.5,1300
12,C8x18 Channel,ASTM A588,120,110,18.0,120.0,2160.0,0.6111111111111112,1320
23,W14x30 Wide Flange Beam,ASTM A500 Grade B,480,1200,30.0,920.0,27600.0,1.0,27600
16,L3x3x1/4 Angle,ASTM A36,120,40,3.0,160.0,480.0,1.3333333333333333,640
41,C4x7.5 Channel,ASTM A36,480,300,7.5,1640.0,12300.0,1.0,12300
27,C4x7.5 Channel,ASTM A36,480,300,7.5,1080.0,8100.0,1.0,8100
30,L4x4x1/4 Angle,ASTM A500 Grade C,120,60,4.0,300.0,1200.0,1.5,1800
7,HSS8x8x1/2 Hollow Structural Section,ASTM A992,240,550,8.0,140.0,1120.0,3.4375,3850
41,W14x30 Wide Flange Beam,ASTM A992,240,650,30.0,820.0,24600.0,1.0833333333333333,26650
18,C10x15.3 Channel,ASTM A588,240,270,15.3,360.0,5508.0,0.8823529411764706,4860
48,W12x50 Wide Flange Beam,ASTM A992,240,650,50.0,960.0,48000.0,0.65,31200
47,W6x12 Wide Flange Beam,ASTM A36,240,320,12.0,940.0,11280.0,1.3333333333333333,15040
47,HSS4x4x1/4 Hollow Structural Section,ASTM A588,120,150,4.0,470.0,1880.0,3.75,7050
28,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade B,480,720,6.0,1120.0,6720.0,3.0,20160
41,C8x11.5 Channel,ASTM A572 Grade 60,120,120,11.5,410.0,4715.0,1.0434782608695652,4920
8,W14x30 Wide Flange Beam,ASTM A36,120,350,30.0,80.0,2400.0,1.1666666666666667,2800
16,HSS8x8x1/2 Hollow Structural Section,ASTM A500 Grade B,120,300,8.0,160.0,1280.0,3.75,4800
29,L4x4x1/4 Angle,ASTM A500 Grade B,240,120,4.0,580.0,2320.0,1.5,3480
27,L6x6x1/2 Angle,ASTM A500 Grade B,120,80,6.0,270.0,1620.0,1.3333333333333333,2160
9,L8x8x3/8 Angle,ASTM A992,480,380,8.0,360.0,2880.0,1.1875,3420
34,W6x12 Wide Flange Beam,ASTM A588,120,180,12.0,340.0,4080.0,1.5,6120
46,L8x8x3/8 Angle,ASTM A500 Grade B,240,190,8.0,920.0,7360.0,1.1875,8740
35,C10x15.3 Channel,ASTM A500 Grade C,480,500,15.3,1400.0,21420.0,0.8169934640522876,17500
2,C10x25 Channel,ASTM A500 Grade B,120,130,25.0,20.0,500.0,0.52,260
6,C10x15.3 Channel,ASTM A500 Grade C,480,500,15.3,240.0,3672.0,0.8169934640522876,3000
23,W6x12 Wide Flange Beam,ASTM A709 Grade 50,480,600,12.0,920.0,11040.0,1.25,13800
48,HSS8x8x1/2 Hollow Structural Section,ASTM A992,120,300,8.0,480.0,3840.0,3.75,14400
27,HSS5x5x1/4 Hollow Structural Section,ASTM A588,480,650,5.0,1080.0,5400.0,3.25,17550
6,W12x50 Wide Flange Beam,ASTM A572 Grade 50,120,350,50.0,60.0,3000.0,0.7,2100
5,C12x20 Channel,ASTM A709 Grade 50,120,100,20.0,50.0,1000.0,0.5,500
4,L8x8x3/8 Angle,ASTM A992,480,380,8.0,160.0,1280.0,1.1875,1520
4,C12x20 Channel,ASTM A572 Grade 60,240,200,20.0,80.0,1600.0,0.5,800
49,C4x7.5 Channel,ASTM A992,240,160,7.5,980.0,7350.0,1.0666666666666667,7840
27,C12x20 Channel,ASTM A36,480,380,20.0,1080.0,21600.0,0.475,10260
22,L8x8x3/8 Angle,ASTM A992,240,190,8.0,440.0,3520.0,1.1875,4180
32,C8x18 Channel,ASTM A36,120,110,18.0,320.0,5760.0,0.6111111111111112,3520
16,C10x25 Channel,ASTM A709 Grade 50,480,470,25.0,640.0,16000.0,0.47,7520
42,HSS8x8x1/2 Hollow Structural Section,ASTM A500 Grade C,480,1000,8.0,1680.0,13440.0,3.125,42000
41,C8x18 Channel,ASTM A572 Grade 50,120,110,18.0,410.0,7380.0,0.6111111111111112,4510
4,HSS4x4x1/4 Hollow Structural Section,ASTM A588,120,150,4.0,40.0,160.0,3.75,600
19,W10x22 Wide Flange Beam,ASTM A500 Grade C,480,800,22.0,760.0,16720.0,0.9090909090909091,15200
18,W12x50 Wide Flange Beam,ASTM A36,480,1200,50.0,720.0,36000.0,0.6,21600
6,C10x15.3 Channel,ASTM A36,240,270,15.3,120.0,1836.0,0.8823529411764706,1620
29,W14x30 Wide Flange Beam,ASTM A572 Grade 60,480,1200,30.0,1160.0,34800.0,1.0,34800
5,W10x22 Wide Flange Beam,ASTM A992,240,450,22.0,100.0,2200.0,1.0227272727272727,2250
38,W12x50 Wide Flange Beam,ASTM A500 Grade C,240,650,50.0,760.0,38000.0,0.65,24700
24,W10x22 Wide Flange Beam,ASTM A588,480,800,22.0,960.0,21120.0,0.9090909090909091,19200
24,C10x15.3 Channel,ASTM A500 Grade C,240,270,15.3,480.0,7344.0,0.8823529411764706,6480
13,W10x22 Wide Flange Beam,ASTM A992,120,250,22.0,130.0,2860.0,1.1363636363636365,3250
